file_name,function_name,complexity,tokens,triaged_out,model,llm_latency_s,verification_latency_s,verdict,orig_instrs,final_instrs,reduction_pct
floyd-warshall.bc,xmalloc,3,3435,True,,,,pending,34,34,0.0
floyd-warshall.bc,main,2,3988,True,,,,pending,61,61,0.0
floyd-warshall.bc,init_array,6,4057,False,ollama/qwen2.5-coder:3b,86.872,0.084,passed,73,73,0.0
floyd-warshall.bc,kernel_floyd_warshall,5,4747,False,ollama/qwen2.5-coder:3b,28.409,,syntax_fail,110,110,0.0
floyd-warshall.bc,kernel_floyd_warshall_StrictFP,5,4747,False,ollama/qwen2.5-coder:3b,80.341,,syntax_fail,110,110,0.0
floyd-warshall.bc,check_FP,5,4581,False,ollama/qwen2.5-coder:3b,,,pending,100,100,0.0
floyd-warshall.bc,print_array,3,3934,True,,,,pending,66,66,0.0
floyd-warshall.bc,rtclock,1,2842,True,,,,pending,1,1,0.0
floyd-warshall.bc,print_element,1,6183,True,,,,pending,203,203,0.0
nussinov.bc,polybench_flush_cache,2,3533,True,,,,pending,40,40,0.0
nussinov.bc,polybench_prepare_instruments,1,2875,True,,,,pending,2,2,0.0
nussinov.bc,polybench_timer_start,1,2903,True,,,,pending,4,4,0.0
nussinov.bc,polybench_timer_stop,1,2893,True,,,,pending,3,3,0.0
nussinov.bc,polybench_timer_print,1,2943,True,,,,pending,5,5,0.0
nussinov.bc,polybench_free_data,1,2919,True,,,,pending,5,5,0.0
nussinov.bc,polybench_alloc_data,1,3203,True,,,,pending,22,22,0.0
nussinov.bc,xmalloc,3,3468,True,,,,pending,34,34,0.0
nussinov.bc,main,2,4354,True,,,,pending,76,76,0.0
nussinov.bc,init_array,4,3900,True,,,,pending,63,63,0.0
nussinov.bc,kernel_nussinov,16,9361,False,ollama/qwen2.5-coder:7b,97.99,,syntax_fail,373,373,0.0
nussinov.bc,kernel_nussinov_StrictFP,16,9361,False,ollama/qwen2.5-coder:7b,101.291,,syntax_fail,373,373,0.0
nussinov.bc,check_FP,5,4614,False,ollama/qwen2.5-coder:3b,,,pending,100,100,0.0
nussinov.bc,print_array,3,3967,True,,,,pending,66,66,0.0
nussinov.bc,rtclock,1,2875,True,,,,pending,1,1,0.0
nussinov.bc,print_element,1,6216,True,,,,pending,203,203,0.0
3mm.bc,polybench_flush_cache,2,3523,True,,,,pending,40,40,0.0
3mm.bc,polybench_prepare_instruments,1,2865,True,,,,pending,2,2,0.0
3mm.bc,polybench_timer_start,1,2893,True,,,,pending,4,4,0.0
3mm.bc,polybench_timer_stop,1,2883,True,,,,pending,3,3,0.0
3mm.bc,polybench_timer_print,1,2933,True,,,,pending,5,5,0.0
3mm.bc,polybench_free_data,1,2909,True,,,,pending,5,5,0.0
3mm.bc,polybench_alloc_data,1,3193,True,,,,pending,22,22,0.0
3mm.bc,xmalloc,3,3458,True,,,,pending,34,34,0.0
3mm.bc,main,1,5138,True,,,,pending,115,115,0.0
3mm.bc,init_array,9,5947,False,ollama/qwen2.5-coder:3b,30.307,,syntax_fail,191,191,0.0
3mm.bc,kernel_3mm,10,6843,False,ollama/qwen2.5-coder:3b,,,pending,238,238,0.0
3mm.bc,print_array,3,3968,True,,,,pending,67,67,0.0
3mm.bc,rtclock,1,2865,True,,,,pending,1,1,0.0
3mm.bc,print_element,1,6206,True,,,,pending,203,203,0.0
bicg.bc,polybench_flush_cache,2,3329,True,,,,pending,40,40,0.0
bicg.bc,polybench_prepare_instruments,1,2671,True,,,,pending,2,2,0.0
bicg.bc,polybench_timer_start,1,2699,True,,,,pending,4,4,0.0
bicg.bc,polybench_timer_stop,1,2689,True,,,,pending,3,3,0.0
bicg.bc,polybench_timer_print,1,2739,True,,,,pending,5,5,0.0
bicg.bc,polybench_free_data,1,2715,True,,,,pending,5,5,0.0
bicg.bc,polybench_alloc_data,1,2999,True,,,,pending,22,22,0.0
bicg.bc,xmalloc,3,3264,True,,,,pending,34,34,0.0
bicg.bc,main,1,4201,True,,,,pending,79,79,0.0
bicg.bc,init_array,4,4120,True,,,,pending,92,92,0.0
bicg.bc,kernel_bicg,4,4495,True,,,,pending,114,114,0.0
bicg.bc,print_array,4,4281,True,,,,pending,98,98,0.0
bicg.bc,rtclock,1,2671,True,,,,pending,1,1,0.0
bicg.bc,print_element,1,6012,True,,,,pending,203,203,0.0
atax.bc,polybench_flush_cache,2,3300,True,,,,pending,40,40,0.0
atax.bc,polybench_prepare_instruments,1,2642,True,,,,pending,2,2,0.0
